weak,strong,grade,anchor,pragmatic,logical
fat,obese,E,The old dog is fat.,The old dog is not obese.,The old dog is obese.
fat,obese,E,The cake made him fat.,The cake did not make him obese.,The cake made him obese.
fat,obese,E,That child is fat for her age.,That child is not obese for her age.,That child is obese for her age.
fat,obese,E,He feels fat after the holidays.,He does not feel obese after the holidays.,He feels obese after the holidays.
fat,obese,E,The bear looked particularly fat this season.,The bear does not look particularly obese this season.,The bear looks particularly obese this season.
fat,obese,E,The food made her fat over the years.,The food did not make her obese over the years.,The food made her obese over the years.
fat,obese,E,The puppy is getting fat.,The puppy is not getting obese.,The puppy is getting obese.
fat,obese,E,The cat is quite fat after enjoying all those treats.,The cat is not obese after enjoying all those treats.,The cat is obese after enjoying all those treats.
fat,obese,E,My friend seems a bit fat after the holidays.,My friend does not seem obese after the holidays.,My friend seems obese after the holidays.
fat,obese,E,The little puppy looks fat from all the food it eats.,The little puppy does not look obese from all the food it eats.,The little puppy looks obese from all the food it eats.
fat,obese,E,She felt a little fat after indulging in dessert.,She does not feel obese after indulging in dessert.,She feels obese after indulging in dessert.
fat,obese,E,The baby looks so fat in his adorable outfit.,The baby does not look obese in his adorable outfit.,The baby looks obese in his adorable outfit.
fat,obese,E,"After the feast, I felt terribly fat.","After the feast, I did not feel obese.","After the feast, I felt obese."
fat,obese,E,Her new kitten is quite fat and playful.,Her new kitten is not obese and playful.,Her new kitten is obese and playful.
fat,obese,E,The teddy bear is so fat that it barely fits on the shelf.,The teddy bear is not obese and does not barely fit on the shelf.,The teddy bear is obese and barely fits on the shelf.
fat,obese,E,The pet rabbit seems a bit fat after all those carrots.,The pet rabbit does not seem obese after all those carrots.,The pet rabbit seems obese after all those carrots.
fat,obese,E,He was becoming fat.,He was not becoming obese.,He was becoming obese.
fat,obese,E,The dog was clinically fat and at risk for health problems.,The dog was not clinically obese and at risk for health problems.,The dog was clinically obese and at risk for health problems.
fat,obese,E,The cat is fat after eating too many treats.,The cat is not obese after eating too many treats.,The cat is obese after eating too many treats.
fat,obese,E,The runner feels fat due to a recent lack of training.,The runner does not feel obese due to a recent lack of training.,The runner feels obese due to a recent lack of training.
fat,obese,E,The child looks fat in the oversized clothes.,The child does not look obese in the oversized clothes.,The child looks obese in the oversized clothes.
fat,obese,E,The dog seems fat after the holidays.,The dog does not seem obese after the holidays.,The dog seems obese after the holidays.
fat,obese,E,The actor appeared fat for the role in the film.,The actor did not appear obese for the role in the film.,The actor appeared obese for the role in the film.
fat,obese,E,The student felt fat after indulging during finals week.,The student did not feel obese after indulging during finals week.,The student felt obese after indulging during finals week.
fat,obese,E,The man thinks he is fat because of his diet.,The man does not think he is obese because of his diet.,The man thinks he is obese because of his diet.
fat,obese,E,The elephant appeared fat in the morning sun.,The elephant did not appear obese in the morning sun.,The elephant appeared obese in the morning sun.
fat,obese,E,The fashion model looked fat on the runway.,The fashion model did not look obese on the runway.,The fashion model looked obese on the runway.
fat,obese,E,The cartoon character is drawn to look fat for humor.,The cartoon character is not drawn to look obese for humor.,The cartoon character is drawn to look obese for humor.
intelligent,brilliant,E,The student is intelligent and excels in mathematics.,The student is not brilliant and does not excel in mathematics.,The student is brilliant and excels in mathematics.
intelligent,brilliant,E,"The researcher is intelligent, contributing significantly to her field.",The researcher is not brilliant and does not contribute significantly to her field.,The researcher is brilliant and contributes significantly to her field.
intelligent,brilliant,E,He is an intelligent leader who inspires his team.,He is not a brilliant leader and does not inspire his team.,He is a brilliant leader who inspires his team.
